title,company,location,experience,min_experience,max_experience,salary,min_salary,max_salary,description,skills,posted_duration,job_url,search_keyword
MIS Executive - Examinations,Medhavi Skills University,Kolkata,3-5 Yrs,3.0,5.0,Not Specified,,,Excellent communication and interpersonal skills. . Ability to work independently and a...,"['Application Software', 'Database Maintenance', 'Performance Tuning', 'Database Mirroring', 'Pivot Table', 'Vlookup', 'Sql Server Dba', 'Database Administration']",1 week ago,https://www.naukri.com/job-listings-mis-executive-examinations-medhavi-skills-university-sikkim-kolkata-3-to-5-years-010726501405,mis executive
Mis Executive,Ceoitbox,Mumbai (All Areas),1-6 Yrs,1.0,6.0,2.5-6.5 Lacs PA,250000.0,650000.0,Skills Required: . Google Sheets Automation Skills Required: . Google Sheets Automation...,"['Mis', 'Google Sheets', 'Google Apps Script', 'Excel', 'Dashboards', 'Fms', 'Mis Reporting', 'Ims']",1 week ago,https://www.naukri.com/job-listings-mis-executive-ceoitbox-mumbai-all-areas-1-to-6-years-030726014127,mis executive
Inventory / MIS Executive,Sales Force India,New Delhi(New Friends Colony),2-4 Yrs,2.0,4.0,2.75-3.5 Lacs PA,275000.0,350000.0,"Graduate, 2-4 years of expinto MIS / Inventory, excellent communication skills, good tr...","['Pivot Table', 'Vlookup', 'Excel', 'Hlookup', 'Mis Reporting', 'Tables', 'Mis']",1 day ago,https://www.naukri.com/job-listings-inventory-mis-executive-sales-force-india-new-delhi-2-to-4-years-140726019977,mis executive
Mis Executive,Amrit Cement,Guwahati,2-4 Yrs,2.0,4.0,Not Specified,,,"Qualification: Any Graduate Prepare daily, weekly, and monthly MIS reports for logistic...","['Mis', 'Excel', 'Supply Chain', 'Mis Reporting', 'Macros', 'Power BI', 'Supply Chain Management']",2 weeks ago,https://www.naukri.com/job-listings-mis-executive-amrit-cement-guwahati-2-to-4-years-060426011762,mis executive
Compliance MIS Executive,Godrej Agrovet,Mumbai (All Areas)(Vikhroli),2-6 Yrs,2.0,6.0,3-3.5 Lacs PA,300000.0,350000.0,Job Title: Compliance MIS ExecutiveJob Type: Off-roll On 3rd Party (Team lease payroll...,"['Mis Operations', 'Vlookup', 'Excel', 'Mis Reporting', 'Compliance', 'Operations', 'Reporting']",1 week ago,https://www.naukri.com/job-listings-compliance-mis-executive-godrej-agrovet-mumbai-all-areas-2-to-6-years-070726004987,mis executive
MIS Executive,Pena4 Tech Solutions,Hyderabad,3-8 Yrs,3.0,8.0,Not Specified,,,"Required Skills Qualifications Strong experience in MIS reporting, analytics, and data ...","['Data Management', 'Coding', 'Reconciliation', 'Billing', 'Consulting', 'Healthcare', 'Forecasting', 'Variance Analysis']",1 week ago,https://www.naukri.com/job-listings-mis-executive-pena4-tech-solutions-india-pvt-ltd-hyderabad-3-to-8-years-030726503154,mis executive
Mis Executive,Preet Brothers,Hapur,2-7 Yrs,2.0,7.0,Not Specified,,,Requirements: . Bachelors degree in any disciplineExperience in MIS / reporting is pref...,"['Vlookup', 'Pivot Table', 'Excel', 'Mis Operations', 'Conditional Formatting', 'Mis Reporting', 'Hlookup']",1 week ago,https://www.naukri.com/job-listings-mis-executive-preet-brothers-hapur-2-to-7-years-070726001645,mis executive
MIS Executive,Clover Infotech,"Thane, Mumbai (All Areas)",1-3 Yrs,1.0,3.0,Not Specified,,,"Required Skills: . Advanced Excel (Pivot Tables, VLOOKUP / XLOOKUP, Index-Match, Dashbo...","['Pmo', 'Excel', 'Mis Reporting', 'Mis Operations', 'Operations', 'Reporting', 'Mis']",1 week ago,https://www.naukri.com/job-listings-mis-executive-clover-infotech-thane-mumbai-all-areas-1-to-3-years-240326027090,mis executive
Mis Executive,Rossari Biotech,Mumbai(Vikhroli),3-6 Yrs,3.0,6.0,Not Specified,,,Role OverviewWe are looking for an experienced MIS Executive with strong analytical an...,"['Sap', 'Mis Reporting', 'Presentation Skills', 'Excel', 'Data Analytics', 'Excel Report Preparation', 'Report Preparation', 'Reporting']",1 week ago,https://www.naukri.com/job-listings-mis-executive-rossari-biotech-mumbai-3-to-6-years-070726005268,mis executive
Mis Executive,Naturise Consumer Products Pvt Ltd b,Chennai,4-6 Yrs,4.0,6.0,5-6 Lacs PA,500000.0,600000.0,"Role & responsibilities Prepare and share the primary MIS report, including all existi...","['Claims', 'Mis']",2 weeks ago,https://www.naukri.com/job-listings-mis-executive-naturise-consumer-products-pvt-ltd-b-chennai-4-to-6-years-300626015738,mis executive
Mis Executive,Smc Foods,Hybrid - Samrala,5-9 Yrs,5.0,9.0,3-5 Lacs PA,300000.0,500000.0,"Experience: 4-7 years experience in MIS, preferably from Dairy/FMCG/Food PlantExpert in...","['Excel', 'Mis Reporting', 'Reporting', 'Mis']",1 week ago,https://www.naukri.com/job-listings-mis-executive-smc-foods-samrala-5-to-9-years-070726034298,mis executive
Walk-in || Mis Executive,Staranddaisy,Not Specified,Not Specified,,,2.5-3 Lacs PA,250000.0,300000.0,"We are seeking a detail-oriented and analytical MIS Executive to manage, develop, and m...","['Powerpoint', 'Pivot Table', 'Excel', 'Vlookup', 'Formulas', 'Ms Office Word', 'Hlookup']",1 day ago,https://www.naukri.com/job-listings-mis-executive-staranddaisy-ghaziabad-2-to-4-years-170925026509,mis executive
Mis Executive-Female,Paridhi Engineers,Ghaziabad(RDC),2-4 Yrs,2.0,4.0,3-5 Lacs PA,300000.0,500000.0,Job Description MIS Executive (Female)Company: Paridhi EngineersPosition: MIS Executiv...,"['Mis', 'Excel', 'Mis Reporting', 'Mis Preparation', 'Accounting', 'Mis Operations', 'Management Information System']",1 week ago,https://www.naukri.com/job-listings-mis-executive-female-paridhi-engineers-ghaziabad-2-to-4-years-030726020578,mis executive
MIS EXECUTIVE,Yogini Tradex,Kolkata,1-3 Yrs,1.0,3.0,Not Specified,,,"Candidate profile. Strong practical experience in MIS, reporting, or analytics roles.","['Process Design', 'Mis Reporting', 'Automation', 'Google Apps', 'Workflow', 'Business Process Mapping', 'Data Integrity', 'Operations']",1 week ago,https://www.naukri.com/job-listings-mis-executive-yoginitradex-kolkata-1-to-3-years-010726502956,mis executive
MIS Executive,Super Scholar,Noida,1-3 Yrs,1.0,3.0,Not Specified,,,"MIS & Systems Executive Immediate Joining | Kasna, Greater Noida Industry Manu...","['Business Process', 'Data Validation', 'Usage', 'Excel', 'Google Apps', 'Quality Inspection', 'Mis', 'Vlookup']",1 week ago,https://www.naukri.com/job-listings-mis-executive-super-scholar-noida-1-to-3-years-060726501680,mis executive
MIS Executive - Furnace,Treezec E Solutions,Mumbai,1-3 Yrs,1.0,3.0,Not Specified,,,Ensure data accuracy and timely reporting. What were looking for . Graduate in any fiel...,"['Mis Reporting', 'Excel', 'Shop Floor', 'Data Collection', 'Management', 'Mis Executive', 'Reporting', 'Furnace']",1 week ago,https://www.naukri.com/job-listings-mis-executive-furnace-treezec-e-solutions-pvt-ltd-mumbai-1-to-3-years-010726501717,mis executive
MIS Executive,A S Software Services,Pune,2-4 Yrs,2.0,4.0,4-7 Lacs PA,400000.0,700000.0,"Manage and maintain CRM data (Zoho CRM preferred, Salesforce acceptable). . Track leads...","['Mis Executive', 'Pivot Table', 'Excel', 'Mis', 'Tables', 'Pivot']",1 week ago,https://www.naukri.com/job-listings-mis-executive-a-s-software-services-pune-2-to-4-years-060726008073,mis executive
Record To Report Analyst,IBM,Bengaluru(Kannuru),2-6 Yrs,2.0,6.0,Not Specified,,,Required Skills & Competencies,"['Record To Report', 'Month End Closing', 'Rtr', 'R2R', 'Sap', 'Month End Reporting', 'Reconciliation', 'Intercompany Reconciliation']",1 week ago,https://www.naukri.com/job-listings-record-to-report-analyst-ibm-bengaluru-2-to-6-years-250226020342,reporting analyst
Performance Reporting Analyst,Crisil,Mumbai,4-8 Yrs,4.0,8.0,Not Specified,,,"Master s degree in finance / CFA / CA, with 4-8 years of experience in private markets,...","['Service Delivery', 'Backend', 'Financial Markets', 'Project Management', 'Analytical', 'Service Industry', 'Workflow', 'Manager Quality Control']",3+ weeks ago,https://www.naukri.com/job-listings-performance-reporting-analyst-crisil-mumbai-4-to-8-years-310326500434,reporting analyst
Record To Report Analyst,Access Healthcare,Chennai(Ambattur Industrial Estate +1),1-6 Yrs,1.0,6.0,Not Specified,,,Shift Timing: 6pm to 3am Candidates who are ok to work in night shift and Immediate joi...,"['Record To Report', 'General Ledger Accounting', 'Month End Reporting', 'Balance Sheet Reconciliation', 'P&L Analysis', 'Rtr', 'Profit And Loss', 'R2R']",1 day ago,https://www.naukri.com/job-listings-record-to-report-analyst-access-healthcare-chennai-1-to-6-years-050326006197,reporting analyst
Record To Report Ops Analyst,Accenture,Bengaluru,3-5 Yrs,3.0,5.0,Not Specified,,,What are we looking for Additional Must have skill requiredJournal entry postingAdditio...,"['Communication Skills', 'Sap', 'Consulting', 'Interpersonal Skills', 'Accounting', 'Posting', 'Reconciliation', 'Excel']",1 week ago,https://www.naukri.com/job-listings-record-to-report-ops-analyst-accenture-solutions-pvt-ltd-bengaluru-3-to-5-years-010726917448,reporting analyst
Performance Reporting Analyst,Crisil,"Hybrid - Pune, Gurugram, Mumbai (All Areas)",3-8 Yrs,3.0,8.0,Not Specified,,,"Key Responsibilities:Periodical updates to fund performance presentation materials, pr...","['Performance Reporting', 'Performance Attribution', 'Investor Reporting', 'Client Reporting', 'Client', 'Attribution', 'Performance', 'Performance Analysis']",1 day ago,https://www.naukri.com/job-listings-performance-reporting-analyst-crisil-pune-gurugram-mumbai-all-areas-3-to-8-years-140726029427,reporting analyst
Clinical Reporting Analyst,Leading Client,Hyderabad,0-1 Yrs,0.0,1.0,Not Specified,,,"s: 12th grade + Diploma in cardiology or Bachelors Degree in Zoology, lifesciences. Mai...","['Clinical Reporting', 'Reporting Analysis', 'Ecg Analysis', 'Data Processing', 'Life Sciences', 'Telemetry', 'Analysis', 'Ecg']",Just now,https://www.naukri.com/job-listings-clinical-reporting-analyst-4s-advisory-s-hyderabad-0-to-1-years-150726914562,reporting analyst
Clinical Reporting Analyst,Leading Client,Hyderabad,0-1 Yrs,0.0,1.0,Not Specified,,,"s: 12th grade + Diploma in cardiology or Bachelors Degree in Zoology, lifesciences. Mai...","['Reporting Analysis', 'Data Processing', 'Life Sciences', 'Telemetry', 'Ecg Analysis', 'Clinical Reporting', 'Clinical Reporting Analyst', 'Analysis']",Just now,https://www.naukri.com/job-listings-clinical-reporting-analyst-4s-advisory-hyderabad-0-to-1-years-150726914419,reporting analyst
Salesforce Reporting Analyst,Royal Cyber,"Hyderabad, Gurugram, Bengaluru",2-6 Yrs,2.0,6.0,Not Specified,,,"Dear Candidate, We have Job opening for Salesforce Reporting Analyst, please find the d...","['Salesforce Reporting', 'Dashboards', 'Reporting', 'Salesforce']",1 day ago,https://www.naukri.com/job-listings-salesforce-reporting-analyst-royal-cyber-hyderabad-gurugram-bengaluru-2-to-6-years-130726030494,reporting analyst
"Record To Report, Analyst",Alstom,Bengaluru,3-7 Yrs,3.0,7.0,Not Specified,,,"Instead, weve listed some that we think will help you succeed and grow in this role: . ...","['Communication Skills', 'Erp', 'Financial Reporting', 'Vlookup', 'Compliance', 'Accounting', 'Record To Report', 'Journal Entries']",1 week ago,https://www.naukri.com/job-listings-record-to-report-analyst-alstom-transport-india-ltd-bengaluru-3-to-7-years-070726906966,reporting analyst
Record To Report Ops Analyst,Accenture,Noida,3-5 Yrs,3.0,5.0,Not Specified,,,Skill required: Record To Report - Balance Sheet Account Reconciliations Years of Exper...,"['Balance Sheet', 'Journal Entries', 'Forecasting', 'General Ledger', 'Record To Report', 'Hlookup', 'Macros', 'Service Operations']",1 day ago,https://www.naukri.com/job-listings-record-to-report-ops-analyst-accenture-solutions-pvt-ltd-noida-3-to-5-years-130726919054,reporting analyst
Record To Report Ops Analyst,Accenture,Gurugram,3-5 Yrs,3.0,5.0,Not Specified,,,Skill required: Record To Report - Account Reconciliations. .,"['Accounts Reconciliation', 'Journal Entries', 'Forecasting', 'General Ledger', 'Record To Report', 'Hlookup', 'Macros', 'Service Operations']",1 day ago,https://www.naukri.com/job-listings-record-to-report-ops-analyst-accenture-solutions-pvt-ltd-gurugram-3-to-5-years-130726919872,reporting analyst
Record To Report Ops Analyst,Accenture,Bengaluru,3-5 Yrs,3.0,5.0,Not Specified,,,Preferred Qualifications . Commerce / Finance/Accounting graduate Skill required: Recor...,"['Record To Report', 'Bpo', 'Sap', 'Compliance', 'Accounting', 'Servicenow', 'Financial Consolidation', 'Finance']",1 day ago,https://www.naukri.com/job-listings-record-to-report-ops-analyst-accenture-solutions-pvt-ltd-bengaluru-3-to-5-years-130726929240,reporting analyst
Record To Report Ops Analyst,Accenture,Bengaluru,3-5 Yrs,3.0,5.0,Not Specified,,,Skill required: Record To Report - Intercompany Account ReconciliationDesignation: Reco...,"['Record To Report', 'Financial Analysis', 'Account Reconciliation', 'Compliance', 'Accounting', 'Gl', 'Finance', 'Ledger']",2 days ago,https://www.naukri.com/job-listings-record-to-report-ops-analyst-accenture-solutions-pvt-ltd-bengaluru-3-to-5-years-130726904485,reporting analyst
Record To Report Ops Analyst,Accenture,Bengaluru,3-5 Yrs,3.0,5.0,Not Specified,,,Skill required: Record To Report - Intercompany Accounting. We are seeking a detail-ori...,"['Record To Report', 'Ticketing', 'Financial Analysis', 'Sap', 'Compliance', 'Accounting', 'Finance', 'Data Management']",1 day ago,https://www.naukri.com/job-listings-record-to-report-ops-analyst-accenture-solutions-pvt-ltd-bengaluru-3-to-5-years-130726929258,reporting analyst
Record To Report Ops Analyst,Accenture,Bengaluru,3-5 Yrs,3.0,5.0,Not Specified,,,Preferred Qualifications . Commerce / Finance/Accounting graduate Skill required: Recor...,"['Record To Report', 'Bpo', 'Financial Analysis', 'Sap', 'Compliance', 'Accounting', 'Financial Consolidation', 'Finance']",1 day ago,https://www.naukri.com/job-listings-record-to-report-ops-analyst-accenture-solutions-pvt-ltd-bengaluru-3-to-5-years-130726929255,reporting analyst
Record To Report Ops Analyst,Accenture,Bengaluru,3-5 Yrs,3.0,5.0,Not Specified,,,Preferred Qualifications . Commerce / Finance/Accounting graduate Skill required: Recor...,"['Record To Report', 'Bpo', 'Sap', 'Compliance', 'Accounting', 'Servicenow', 'Finance', 'Ledger']",1 day ago,https://www.naukri.com/job-listings-record-to-report-ops-analyst-accenture-solutions-pvt-ltd-bengaluru-3-to-5-years-130726929247,reporting analyst
Record To Report Ops Analyst,Accenture,Jaipur,3-5 Yrs,3.0,5.0,Not Specified,,,"Qualifications: Any Graduation The role requires a good understanding of P&L accounts, ...","['Voucher Entry', 'Balance Sheet', 'Journal Entries', 'Balance Sheet Reconciliation', 'Record To Report', 'General Ledger Accounting', 'Service Operations', 'Variance Analysis']",1 day ago,https://www.naukri.com/job-listings-record-to-report-ops-analyst-accenture-solutions-pvt-ltd-jaipur-3-to-5-years-130726920725,reporting analyst
Record To Report Ops Analyst,Accenture,Jaipur,3-5 Yrs,3.0,5.0,Not Specified,,,Qualifications: Any Graduation . Years of Experience: 3 to 5 years Skill required: Reco...,"['Journal Entries', 'Forecasting', 'Accounting', 'General Ledger', 'Record To Report', 'Hlookup', 'Macros', 'Service Operations']",1 day ago,https://www.naukri.com/job-listings-record-to-report-ops-analyst-accenture-solutions-pvt-ltd-jaipur-3-to-5-years-130726920422,reporting analyst
Record To Report Ops Analyst,Accenture,Jaipur,3-5 Yrs,3.0,5.0,Not Specified,,,About The Role Skill required: Record To Report - Balance Sheet Account Reconciliatio...,"['Balance Sheet', 'Sap', 'Journal Entries', 'Accounting', 'Record To Report', 'General Ledger Accounting', 'Hlookup', 'Macros']",1 day ago,https://www.naukri.com/job-listings-record-to-report-ops-analyst-accenture-solutions-pvt-ltd-jaipur-3-to-5-years-130726920284,reporting analyst
Record To Report Ops Analyst,Accenture,Gurugram,3-5 Yrs,3.0,5.0,Not Specified,,,Skill required: Record To Report - Balance Sheet Account Reconciliations,"['Balance Sheet', 'Journal Entries', 'Accounting', 'General Ledger', 'Record To Report', 'Financial Analysis', 'Service Operations', 'Forecasting']",1 day ago,https://www.naukri.com/job-listings-record-to-report-ops-analyst-accenture-solutions-pvt-ltd-gurugram-3-to-5-years-130726919888,reporting analyst
Record To Report Ops Analyst,Accenture,Chennai,3-5 Yrs,3.0,5.0,Not Specified,,,Please note that this role may require you to work in rotational shifts. Qualification ...,"['Record To Report', 'Ledger', 'Financial Analysis', 'Accounting', 'Reconciliation', 'General Ledger', 'Accounting Standards', 'Cloud']",1 day ago,https://www.naukri.com/job-listings-record-to-report-ops-analyst-accenture-solutions-pvt-ltd-chennai-3-to-5-years-130726934308,reporting analyst
Record To Report Ops Analyst,Accenture,Mumbai,3-5 Yrs,3.0,5.0,Not Specified,,,Qualifications: Any Graduation . Years of Experience: 3 to 5 years . Qualification Any ...,"['Record To Report', 'Compliance', 'Accounting', 'Financial Consolidation', 'Finance', 'Ledger', 'Journal Entries', 'Forecasting']",1 day ago,https://www.naukri.com/job-listings-record-to-report-ops-analyst-accenture-solutions-pvt-ltd-mumbai-3-to-5-years-130726923219,reporting analyst
Record To Report Ops Analyst,Accenture,Jaipur,3-5 Yrs,3.0,5.0,Not Specified,,,Qualifications: Any Graduation . Years of Experience: 3 to 5 years . Qualification Any ...,"['Record To Report', 'Compliance', 'Coaching', 'Accounting', 'Financial Consolidation', 'Finance', 'Ledger', 'Banking']",1 day ago,https://www.naukri.com/job-listings-record-to-report-ops-analyst-accenture-solutions-pvt-ltd-jaipur-3-to-5-years-130726920750,reporting analyst
Record To Report Ops Analyst,Accenture,Gurugram,3-5 Yrs,3.0,5.0,Not Specified,,,Skill required: Record To Report - Account Reconciliations. Because the reconciliation ...,"['Record To Report', 'Administration', 'Financial Analysis', 'Compliance', 'Accounting', 'Finance', 'Ledger', 'Financial Data']",1 day ago,https://www.naukri.com/job-listings-record-to-report-ops-analyst-accenture-solutions-pvt-ltd-gurugram-3-to-5-years-130726920446,reporting analyst
Record To Report Ops Analyst,Accenture,Gurugram,3-5 Yrs,3.0,5.0,Not Specified,,,Skill required: Record To Report - Account ReconciliationsLanguage - Ability: English(I...,"['Record To Report', 'Ledger', 'Financial Analysis', 'Accounting', 'Reconciliation', 'General Ledger', 'Accounting Standards', 'Financial Data']",1 day ago,https://www.naukri.com/job-listings-record-to-report-ops-analyst-accenture-solutions-pvt-ltd-gurugram-3-to-5-years-130726919161,reporting analyst
Record To Report Ops Analyst,Accenture,Gurugram,3-5 Yrs,3.0,5.0,Not Specified,,,Please note that this role may require you to work in rotational shifts. Qualification ...,"['Record To Report', 'Ledger', 'Financial Analysis', 'Balance Sheet', 'Journal Entries', 'Accounting', 'Accounting Standards', 'Financial Data']",1 day ago,https://www.naukri.com/job-listings-record-to-report-ops-analyst-accenture-solutions-pvt-ltd-gurugram-3-to-5-years-130726920023,reporting analyst
Record To Report Ops Analyst,Accenture,Gurugram,3-5 Yrs,3.0,5.0,Not Specified,,,About The Role Skill required: Record To Report - Accounting Financial Reporting Stan...,"['Record To Report', 'Financial Analysis', 'Chartered Accountant', 'Accountant', 'Journal Entries', 'Accounting', 'Financial Data', 'Financial Reporting Standards']",1 day ago,https://www.naukri.com/job-listings-record-to-report-ops-analyst-accenture-solutions-pvt-ltd-gurugram-3-to-5-years-130726919913,reporting analyst
Record To Report Ops Analyst,Accenture,Gurugram,3-5 Yrs,3.0,5.0,Not Specified,,,Skill required: Record To Report - Financial Consolidation Close OperationsYears of Exp...,"['Record To Report', 'Ledger', 'Financial Analysis', 'Risk Management', 'Balance Sheet', 'Journal Entries', 'Accounting', 'Financial Data']",1 day ago,https://www.naukri.com/job-listings-record-to-report-ops-analyst-accenture-solutions-pvt-ltd-gurugram-3-to-5-years-130726919144,reporting analyst
Record To Report Ops Analyst,Accenture,Hyderabad,3-5 Yrs,3.0,5.0,Not Specified,,,Please note that this role may require you to work in rotational shiftsSkill required: ...,"['Record To Report', 'Financial Analysis', 'Sap', 'Compliance', 'Icwa Inter', 'Accounting', 'Finance', 'Ledger']",1 day ago,https://www.naukri.com/job-listings-record-to-report-ops-analyst-accenture-solutions-pvt-ltd-hyderabad-3-to-5-years-130726925448,reporting analyst
Record To Report Ops Analyst,Accenture,Mumbai,3-5 Yrs,3.0,5.0,Not Specified,,,Skill required: Record To Report - Balance Sheet Account ReconciliationsDesignation: Re...,"['Accounting', 'Financial Analysis', 'Ledger', 'Balance Sheet', 'Sap', 'General Ledger', 'Reconciliation', 'Accounting Standards']",1 day ago,https://www.naukri.com/job-listings-record-to-report-ops-analyst-accenture-solutions-pvt-ltd-mumbai-3-to-5-years-140726930316,reporting analyst
Record To Report Ops Analyst,Accenture,Jaipur,3-5 Yrs,3.0,5.0,Not Specified,,,About The Role Skill required: Record To Report - Intercompany Accounting Designation...,"['Record To Report', 'Compliance', 'Coaching', 'Accounting', 'Finance', 'Ledger', 'Banking', 'Journal Entries']",1 day ago,https://www.naukri.com/job-listings-record-to-report-ops-analyst-accenture-solutions-pvt-ltd-jaipur-3-to-5-years-130726920745,reporting analyst
Record To Report Ops Analyst,Accenture,Jaipur,3-5 Yrs,3.0,5.0,Not Specified,,,"You will be an individual contributor as a part of a team, with a focused scope of work...","['Balance Sheet', 'Ledger', 'Operations', 'Forecasting', 'Journal Entries', 'Record To Report', 'Accounting', 'Finance']",1 day ago,https://www.naukri.com/job-listings-record-to-report-ops-analyst-accenture-solutions-pvt-ltd-jaipur-3-to-5-years-130726920580,reporting analyst
Record To Report Ops Analyst,Accenture,Jaipur,3-5 Yrs,3.0,5.0,Not Specified,,,Qualifications: Any Graduation . Years of Experience: 3 to 5 years . What would you doQ...,"['Record To Report', 'Ledger', 'Financial Analysis', 'Erp', 'Sap', 'Oracle', 'Gl', 'Sap Fi']",1 day ago,https://www.naukri.com/job-listings-record-to-report-ops-analyst-accenture-solutions-pvt-ltd-jaipur-3-to-5-years-130726920441,reporting analyst
Record To Report Ops Analyst,Accenture,Jaipur,3-5 Yrs,3.0,5.0,Not Specified,,,Qualifications: Any Graduation . Years of Experience: 3 to 5 years . What would you doQ...,"['Record To Report', 'Ledger', 'Financial Analysis', 'Erp', 'Sap', 'Oracle', 'Gl', 'Sap Fi']",1 day ago,https://www.naukri.com/job-listings-record-to-report-ops-analyst-accenture-solutions-pvt-ltd-jaipur-3-to-5-years-130726920440,reporting analyst
Record To Report Ops Analyst,Accenture,Jaipur,3-5 Yrs,3.0,5.0,Not Specified,,,Qualifications: Any Graduation . Years of Experience: 3 to 5 years . What would you doQ...,"['Record To Report', 'Sap', 'Account Reconciliation', 'Compliance', 'Bookkeeping', 'Accounting', 'Finance', 'Ledger']",1 day ago,https://www.naukri.com/job-listings-record-to-report-ops-analyst-accenture-solutions-pvt-ltd-jaipur-3-to-5-years-130726921329,reporting analyst
Record To Report Ops Analyst,Accenture,Jaipur,4-6 Yrs,4.0,6.0,Not Specified,,,"Monitor and drive team performance, ensuring throughput and quality meet defined metric...","['Record To Report', 'Ledger', 'Balance Sheet', 'Forecasting', 'Journal Entries', 'Accounting', 'General Ledger', 'Banking']",1 day ago,https://www.naukri.com/job-listings-record-to-report-ops-analyst-accenture-solutions-pvt-ltd-jaipur-4-to-6-years-130726921123,reporting analyst
Record To Report Ops Analyst,Accenture,Jaipur,4-6 Yrs,4.0,6.0,Not Specified,,,"Monitor and drive team performance, ensuring throughput and quality meet defined metric...","['Record To Report', 'Ledger', 'Balance Sheet', 'Forecasting', 'Journal Entries', 'Accounting', 'General Ledger', 'Banking']",1 day ago,https://www.naukri.com/job-listings-record-to-report-ops-analyst-accenture-solutions-pvt-ltd-jaipur-4-to-6-years-130726921122,reporting analyst
Record To Report Ops Analyst,Accenture,Jaipur,4-6 Yrs,4.0,6.0,Not Specified,,,Skill required: Record To Report - Fixed Asset AccountingDesignation: Record to Report ...,"['Record To Report', 'Construction', 'Compliance', 'Coaching', 'Accounting', 'Finance', 'Ledger', 'Banking']",1 day ago,https://www.naukri.com/job-listings-record-to-report-ops-analyst-accenture-solutions-pvt-ltd-jaipur-4-to-6-years-130726921089,reporting analyst
Record To Report Ops Analyst,Accenture,Jaipur,4-6 Yrs,4.0,6.0,Not Specified,,,Skill required: Record To Report - Fixed Asset AccountingDesignation: Record to Report ...,"['Record To Report', 'Compliance', 'Coaching', 'Accounting', 'Finance', 'Ledger', 'Banking', 'Journal Entries']",1 day ago,https://www.naukri.com/job-listings-record-to-report-ops-analyst-accenture-solutions-pvt-ltd-jaipur-4-to-6-years-130726920639,reporting analyst
Record To Report Ops Analyst,Accenture,Jaipur,4-6 Yrs,4.0,6.0,Not Specified,,,Skill required: Record To Report - Fixed Asset AccountingDesignation: Record to Report ...,"['Record To Report', 'Compliance', 'Coaching', 'Accounting', 'Finance', 'Ledger', 'Banking', 'Journal Entries']",1 day ago,https://www.naukri.com/job-listings-record-to-report-ops-analyst-accenture-solutions-pvt-ltd-jaipur-4-to-6-years-130726920638,reporting analyst
Accounting & Reporting Analyst,ABB,Bengaluru,2-7 Yrs,2.0,7.0,Not Specified,,,Possess an enhanced knowledge of SAP Flexible working in shifts Bachelors degree or MBA...,"['Communication Skills', 'Management Reporting', 'Financial Reporting', 'Sap', 'Compliance', 'Accounting', 'Business Services', 'Record To Report']",1 week ago,https://www.naukri.com/job-listings-accounting-reporting-analyst-abb-india-limited-bengaluru-2-to-7-years-070726906335,reporting analyst
Accounting and Reporting Analyst,ABB,Bengaluru,2-7 Yrs,2.0,7.0,Not Specified,,,"Flexible working in shifts Bachelors degree or MBA in Accounting, Finance or Commerce A...","['Communication Skills', 'Financial Reporting', 'Sap', 'Compliance', 'Accounting', 'Business Services', 'Record To Report', 'Reporting']",1 week ago,https://www.naukri.com/job-listings-accounting-and-reporting-analyst-abb-india-limited-bengaluru-2-to-7-years-070726906395,reporting analyst
Accounting and Reporting analyst,ABB,Bengaluru,2-7 Yrs,2.0,7.0,Not Specified,,,"Flexible working in shifts. . You are passionate about, you are innovative around MS Ex...","['Communication Skills', 'Management Reporting', 'Financial Reporting', 'Sap', 'Compliance', 'Accounting', 'Record To Report', 'Reporting']",5 days ago,https://www.naukri.com/job-listings-accounting-and-reporting-analyst-abb-india-limited-bengaluru-2-to-7-years-090726923120,reporting analyst
Accounting & Reporting Analyst- GA,ABB,Bengaluru,2-7 Yrs,2.0,7.0,Not Specified,,,"Qualifications for the role (Mandatory) . Graduate / Postgraduate in Finance, Business,...","['Operations', 'Balance Sheet', 'Screening', 'Sap', 'Journal Entries', 'General Accounting', 'Hrsd', 'Accounting']",1 week ago,https://www.naukri.com/job-listings-accounting-reporting-analyst-ga-abb-india-limited-bengaluru-2-to-7-years-070726927121,reporting analyst
Accounting & Reporting Analyst,ABB,Bengaluru,2-7 Yrs,2.0,7.0,Not Specified,,,Permanent shift timings 05:30 PM to 02:30 AM Currently 3 weeks working from office and ...,"['General Ledger', 'Financial Reporting', 'Accounting', 'Accruals', 'Balance Sheet Reconciliation', 'Intercompany Reconciliation', 'Journal Entries', 'Sap Fico']",1 week ago,https://www.naukri.com/job-listings-accounting-reporting-analyst-abb-india-limited-bengaluru-2-to-7-years-030726927601,reporting analyst
PMG Reporting Analyst,Alliance Bernstein,Pune,2-4 Yrs,2.0,4.0,Not Specified,,,"People of color, women, and LGBTQ people are encouraged to applyQualifications, Experie...","['Financial Analysis', 'Alternative Investments', 'Data Analytics', 'Administration', 'Accounting', 'Capital Markets', 'Financial Services', 'Analytics']",1 day ago,https://www.naukri.com/job-listings-pmg-reporting-analyst-ab-pune-2-to-4-years-140726502915,reporting analyst
